"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Aruba","ABW","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4090003967285","13.5129995346069","10.8879995346069","8.73900032043457","11.3800001144409","10.6960000991821","10.1059999465942","9.60299968719482","9.07499980926514","8.47299957275391","7.92600011825562","11.1789999008179","11.6510000228882","11.6079998016357","12.0769996643066","12.3000001907349","12.9750003814697","13.3439998626709","16.55299949646","19.5279998779297","22.5349998474121","27.1420001983643","27.6110000610352","27.738000869751","27.8150005340576","27.9540004730225","28.1700000762939","28.4270000457764","28.7409992218018",
"Angola","AGO","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.1660003662109","49.0989990234375","48.6790008544922","48.2190017700195","48.8330001831055","49.314998626709","50.1199989318848","50.6279983520508","50.2400016784668","50.6809997558594","51.3359985351563","52.7929992675781","53.3680000305176","53.7890014648438","51.7470016479492","50.2890014648438","48.5540008544922","46.5429992675781","45.5979995727539","43.056999206543","40.8819999694824","41.2130012512207","41.8330001831055","42.4729995727539","42.9249992370605","42.8839988708496","43.0999984741211","43.3569984436035","43.6349983215332",
"Albania","ALB","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.3859996795654","28.8500003814697","29.2670001983643","29.673999786377","30.0830001831055","30.3920001983643","30.5799999237061","30.8209991455078","31.0960006713867","31.3810005187988","31.7220001220703","32.0589981079102","32.431999206543","32.8079986572266","33.1790008544922","33.5429992675781","33.9090003967285","34.2560005187988","32.5169982910156","36.2690010070801","34.2130012512207","32.3610000610352","36.6180000305176","37.867000579834","38.3209991455078","40.3479995727539","42.3520011901855","42.6959991455078","43.0499992370605",
"Andorra","AND","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.5115587042513","39.3177156571617","41.6765820122556","41.7314016983952","43.3210547550816","44.4431320161269","45.5005403556038","47.3754991811993","48.5329425106459","47.5508570443034","49.767702825732","51.6208005624655","50.7561837841564","49.8097695271547","50.7930361438433","52.3642937398112","52.3172909538993","53.7792720901254","54.6617297719145","56.0139882089096","57.1084806846653","59.1922121915805","58.4439708600259","58.7321615621058","59.9856979043763","60.5310703321082","60.8404489771303","60.9501810633578","61.0791724180728",
"United Arab Emirates","ARE","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.1940002441406","86.1429977416992","86.0879974365234","86.0169982910156","86.1650009155273","86.3160018920898","86.3379974365234","86.3379974365234","86.2679977416992","86.2809982299805","87.6389999389648","88.8450012207031","90.0599975585938","91.1660003662109","92.0039978027344","92.7330017089844","93.3119964599609","93.7289962768555","93.4530029296875","93.3420028686523","93.4100036621094","93.5149993896484","93.6210021972656","93.693000793457","93.7480010986328","93.7740020751953","93.7949981689453","93.8089981079102","93.8619995117188",
"Argentina","ARG","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.0970001220703","80.754997253418","83.5370025634766","85.2379989624023","84.6119995117188","87.2590026855469","88.088996887207","89","88.9339981079102","89.4449996948242","89.2799987792969","90.1320037841797","87.8539962768555","88.2460021972656","88.677001953125","88.9089965820313","89.2099990844727","89.4869995117188","89.9860000610352","90.2429962158203","89.7620010375977","90.2539978027344","90.8570022583008","91.5199966430664","91.3349990844727","91.1060028076172","90.8710021972656","91.0100021362305","91.1139984130859",
"Armenia","ARM","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.9099998474121","44.3849983215332","44.0740013122559","44.4630012512207","45.0130004882813","45.3800010681152","45.7060012817383","45.8559989929199","46.1339988708496","46.3190002441406","46.548999786377","46.806999206543","47.0719985961914","47.3330001831055","47.6040000915527","47.9210014343262","48.2709999084473","48.9360008239746","48.8810005187988","46.9029998779297","48.0019989013672","48.4029998779297","48.7859992980957","51.3769989013672","52.3899993896484","55.242000579834","55.4539985656738","55.6759986877441","55.8839988708496",
"American Samoa","ASM","Employment in services, female (% of female employment) (modeled ILO estimate)","SL.SRV.EMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
